n,Trial_0,Trial_1,Trial_2
100,0.005251407623291016,0.0025358200073242188,0.002542257308959961
200,0.005085945129394531,0.004089832305908203,0.004557132720947266
300,8.36343502998352,0.005265474319458008,0.005678653717041016
400,3.8139703273773193,0.00695490837097168,0.0069811344146728516
500,0.016124963760375977,0.008647918701171875,0.008781194686889648
600,0.02147078514099121,0.010462522506713867,0.01047515869140625
700,0.020491600036621094,0.012215614318847656,0.012079000473022461
800,0.0258181095123291,0.01393580436706543,0.013858318328857422
900,0.02776360511779785,0.015833377838134766,0.015798568725585938
1000,0.026546955108642578,0.019184589385986328,0.01901388168334961
1100,0.9097397327423096,0.024379253387451172,0.024201631546020508
1200,0.030351877212524414,0.026612520217895508,0.02636241912841797
1300,0.032529592514038086,0.028448820114135742,0.02825450897216797
1400,0.03172922134399414,0.03338885307312012,0.03058004379272461
1500,0.03323531150817871,0.03523874282836914,0.032401084899902344
1600,0.03552556037902832,0.037953853607177734,0.03467750549316406
1700,0.037741899490356445,0.04033493995666504,0.0369257926940918
1800,0.039437055587768555,0.03899121284484863,0.03833961486816406
1900,0.04156184196472168,0.040246009826660156,0.0403745174407959
2000,0.04257535934448242,0.042214155197143555,0.04239773750305176
2100,0.045890092849731445,0.045618295669555664,0.04526042938232422
2200,0.051844120025634766,0.046998023986816406,0.046961069107055664
2300,0.05011153221130371,0.048619747161865234,0.04863905906677246
2400,0.05103349685668945,0.050359487533569336,0.05021023750305176
2500,0.053019046783447266,0.052503108978271484,0.05636024475097656
2600,0.056058406829833984,0.05478239059448242,0.05541872978210449
2700,0.05747723579406738,0.05686473846435547,0.06073570251464844
2800,0.05969882011413574,0.05914664268493652,0.05959177017211914
2900,0.06090426445007324,0.06071782112121582,0.060364484786987305
3000,0.06288623809814453,0.06227993965148926,0.06219673156738281
3100,0.06455850601196289,0.06457400321960449,0.06442427635192871
3200,0.06645488739013672,0.0661015510559082,0.06603193283081055
3300,0.06838130950927734,0.068023681640625,0.07106637954711914
3400,0.07071781158447266,0.0702202320098877,0.07369375228881836
3500,0.07297945022583008,0.07259941101074219,0.07608962059020996
3600,0.07519912719726562,0.07473325729370117,0.07499861717224121
3700,0.07755208015441895,0.08402681350708008,0.07678675651550293
3800,0.08138847351074219,0.08083009719848633,0.08275485038757324
3900,0.08695602416992188,0.08737564086914062,0.07997584342956543
4000,0.08351612091064453,0.0840919017791748,0.08168673515319824
4100,0.08462047576904297,0.0838158130645752,0.08866143226623535
4200,0.09145426750183105,0.08584284782409668,0.08576011657714844
4300,0.08853292465209961,0.0874791145324707,0.0875997543334961
4400,0.09110260009765625,0.09015488624572754,0.09500312805175781
4500,0.09341144561767578,0.09250140190124512,0.09489083290100098
4600,0.09464311599731445,0.09389019012451172,0.09655284881591797
4700,0.09606575965881348,0.09534239768981934,0.10088968276977539
4800,0.0981297492980957,0.09725189208984375,0.10211396217346191
4900,0.10524272918701172,0.09971761703491211,0.10475826263427734
5000,0.10239529609680176,0.10107707977294922,0.10121464729309082
5100,0.10410237312316895,0.10960817337036133,0.10339879989624023
5200,0.1063683032989502,0.10967111587524414,0.10929155349731445
5300,0.11426687240600586,0.11300849914550781,0.1093904972076416
5400,0.11638593673706055,0.11517477035522461,0.11000418663024902
5500,0.11191964149475098,0.1111302375793457,0.11104321479797363
5600,0.11343050003051758,0.11284756660461426,0.11793828010559082
5700,0.11822366714477539,0.11530923843383789,0.11541342735290527
5800,0.12112593650817871,0.11877202987670898,0.11762404441833496
5900,0.12515950202941895,0.12309432029724121,0.12967395782470703
