n_ary,n_subset,strat_10,strat_25,strat_50,random_1,random_2,random_3,pairwise,fast_exact
JT,1000,0.3337528705596924,0.03501486778259277,0.04623985290527344,0.024885177612304688,0.02480936050415039,0.024849653244018555,0.11237144470214844,4.068384170532227
JT,2000,0.050408124923706055,0.05948233604431152,0.07340717315673828,0.026691913604736328,0.026789426803588867,0.026641368865966797,0.4489116668701172,5.816496133804321
JT,3000,0.07102036476135254,0.0721580982208252,0.08314967155456543,0.02108001708984375,0.019800662994384766,0.020029783248901367,0.9726626873016357,30.285881996154785
JT,4000,0.0913553237915039,0.09615111351013184,0.11125850677490234,0.02918243408203125,0.02823328971862793,0.029024124145507812,1.6981189250946045,26.80500555038452
JT,5000,0.11271929740905762,0.11741852760314941,0.12714099884033203,0.0185086727142334,0.0179903507232666,0.01791524887084961,2.7692458629608154,48.33697581291199
JT,6000,0.12804603576660156,0.13330888748168945,0.14498424530029297,0.02451181411743164,0.024350643157958984,0.022547483444213867,3.8297488689422607,44.90084934234619
JT,7000,0.1486208438873291,0.1551070213317871,0.1678931713104248,0.027789592742919922,0.02703237533569336,0.02772355079650879,5.227272033691406,63.584388732910156
JT,8000,0.16876912117004395,0.17458391189575195,0.18925237655639648,0.02710437774658203,0.02810192108154297,0.027452945709228516,6.786629676818848,72.74523997306824
JT,9000,0.18363404273986816,0.18998146057128906,0.2004079818725586,0.018206357955932617,0.021398067474365234,0.022937536239624023,8.625261068344116,68.66222500801086
JT,10000,0.20457124710083008,0.20929932594299316,0.21871328353881836,0.019126176834106445,0.01873159408569336,0.018212318420410156,10.987258434295654,88.1930742263794
JT,11000,0.22435736656188965,0.22528529167175293,0.23391342163085938,0.016489267349243164,0.017627954483032227,0.017038345336914062,12.832226276397705,77.99068760871887
JT,12000,0.2419881820678711,0.24945425987243652,0.26324987411499023,0.026708126068115234,0.027033329010009766,0.027075529098510742,15.354205131530762,105.0727105140686
JT,13000,0.2629518508911133,0.2660508155822754,0.2766449451446533,0.02143239974975586,0.022870779037475586,0.021121740341186523,17.970062494277954,101.22612047195435
JT,14000,0.2819087505340576,0.28697896003723145,0.2979001998901367,0.023428678512573242,0.023481130599975586,0.02264237403869629,21.038889169692993,101.74030613899231
JT,15000,0.30182480812072754,0.30465126037597656,0.3125345706939697,0.016283273696899414,0.01606583595275879,0.015902042388916016,24.10202670097351,131.17637038230896
JT,16000,0.3214740753173828,0.3264303207397461,0.3365659713745117,0.021535873413085938,0.016669511795043945,0.020847082138061523,26.866563081741333,143.84544563293457
JT,17000,0.33772969245910645,0.34340810775756836,0.35019898414611816,0.016005516052246094,0.014757871627807617,0.015113353729248047,30.484163522720337,104.80172562599182
JT,18000,0.36043381690979004,0.36524271965026855,0.37599754333496094,0.020830631256103516,0.019754648208618164,0.019994258880615234,34.10728311538696,141.19646668434143
JT,19000,0.37747931480407715,0.38388800621032715,0.39798927307128906,0.027007102966308594,0.025588512420654297,0.025940895080566406,38.54600238800049,144.35430097579956
JT,20000,0.3987612724304199,0.4042236804962158,0.415541410446167,0.023180246353149414,0.02326798439025879,0.022774219512939453,42.517340660095215,149.76330828666687
JT,21000,0.419525146484375,0.4260272979736328,0.4389016628265381,0.024190187454223633,0.024926185607910156,0.024689912796020508,47.713396310806274,143.90334820747375
JT,22000,0.43076086044311523,0.435774564743042,0.442730188369751,0.013501167297363281,0.015390396118164062,0.014393091201782227,50.96660923957825,169.32236123085022
JT,23000,0.4563601016998291,0.4582979679107666,0.4676370620727539,0.019173383712768555,0.018239736557006836,0.018277406692504883,56.44693207740784,182.81012773513794
JT,24000,0.47975826263427734,0.4858551025390625,0.4998292922973633,0.02698493003845215,0.027712583541870117,0.02872610092163086,62.22271466255188,185.88969922065735
JT,25000,0.4943704605102539,0.5020580291748047,0.517709493637085,0.02974534034729004,0.02874159812927246,0.02820420265197754,66.64233803749084,176.8738694190979
JT,26000,0.5204646587371826,0.5215167999267578,0.5329501628875732,0.01879739761352539,0.023223876953125,0.022603988647460938,71.82321453094482,179.849294424057
JT,27000,0.5296885967254639,0.5396664142608643,0.554537296295166,0.028454303741455078,0.029720544815063477,0.03022623062133789,77.57838153839111,167.76045489311218
