n,Trial_0,Trial_1,Trial_2
100,0.0027707042044241292,0.014151237556053173,0.0005717508143567862
200,0.004579756713421368,0.006661297424956261,0.004220635436494119
300,0.006935574018670315,0.002658015634627281,0.0031020514480492867
400,0.001233725076889236,0.0034872678109428845,0.004822821178044001
500,0.002833467834361336,0.004408595614817629,0.0006831351537089358
600,0.0038977725651190287,0.00012177603108134982,0.0016821642861567232
700,0.003961120397680262,0.0009186187286712999,0.004443832789090829
800,0.00027571751354468765,0.002293279357844513,0.0011853350106350857
900,0.002911010046126594,0.0020754617086439775,0.004240152616625165
1000,0.0004614210166232202,0.0005525241512836787,0.0003833943794349093
1100,0.0006603708012925535,0.005146651644667238,0.0017128792417578087
1200,7.096142938534111e-07,0.0008653749754012896,0.0006469831370511381
1300,0.00013905643833928005,0.0016115984229774227,0.0027890108242836775
1400,0.0008902563481091863,0.0014441981374460344,0.0036364424861597966
1500,0.0006694491684240966,0.002375168174561487,0.0018285066845093456
1600,0.0009787968654164925,0.00216878503473919,0.0011105008484869616
1700,0.003873723314220867,0.004028017901470671,0.0013631353476762365
1800,0.0010560708168415034,0.000281802717873314,0.004256809557050378
1900,0.002219432065093341,0.000943529594432363,0.002054987067880487
2000,0.0016640101512246375,0.0008787162048941033,0.0009903126264346473
2100,0.0024391922942055833,0.0011321594556706338,0.001861605624392887
2200,0.0005082795901836246,0.0013437855762430395,0.0003961221362159262
2300,0.0011204280326055638,0.00046127105870602536,0.0006434470485354726
2400,0.00025496771718788724,0.0023593728189381935,0.0012947765289295643
2500,0.0001526352562920552,0.0003242240046000544,0.00023905458352641018
2600,0.001731389940732242,0.00037488651982087173,0.0006970590149702471
2700,0.000979097666077261,0.0019260407554605452,0.0007068657729010219
2800,0.0036984893293781906,0.0008360347339594343,0.0018380284625543475
2900,0.0010805536630046908,0.00042290213706502877,0.0006998268109002226
3000,0.0019594966660065882,0.0007478429015599086,0.0016417750403526776
3100,0.00020328498214522428,0.0003282699915398424,0.0010715388818054727
3200,0.00045075339463579445,0.00039320120820052207,0.0010826280175172676
3300,0.0005359427101069847,0.0005409769232316841,0.001008647430632864
3400,0.001711295660725698,0.0014420500778772882,0.0008946217765348485
3500,0.0003191980738981026,0.0017395844161853524,0.0003422777090455187
3600,0.002227439325493713,0.000455370620967982,0.00203464837521955
3700,0.0012589607412814008,0.0002639214663719691,0.00025469922229071074
3800,0.0008272999228201294,0.0003788159222309073,0.0005049399140047428
3900,0.001126338076526151,0.0007328346007821895,0.00189471620800577
4000,0.00021710208595271396,0.0009132583026827124,0.0015139446283203017
4100,0.0010499923572526437,0.0012560200577799718,0.00010280295766787462
4200,0.0006243876142684457,3.092126127449135e-05,0.0009282788963504707
4300,0.0007436433855471103,0.000705879528601544,3.4664977766662997e-05
4400,0.0009563765932291968,0.0026376793302088086,0.0009694416831904362
4500,0.0013027403229139423,0.0005095175485187453,0.0007077451593377748
4600,0.00027049612702234604,0.00017397024481891066,0.0013120865290337236
4700,0.0003597272521198569,0.0013133203129326865,0.001251438294511853
4800,0.0002553994439935259,0.0005235561684697465,0.0005110389170081553
4900,0.0004422442598200904,0.00022794218134253308,0.0008055576440102186
5000,5.4426728149092884e-06,0.0012905203454470215,0.001929636676462565
5100,0.0010344530079890446,0.0011458593990254784,0.0011680666461795775
5200,0.0013634904932819103,5.849462565632457e-05,0.0004151478874162562
5300,0.0006762089528304094,0.0006327120214361659,0.00014288444304352832
5400,0.0008349145383686474,0.00044273871163727496,0.000810328207403288
5500,0.0009707995747639253,0.0009700225078789759,0.001036943655176925
5600,0.00037393469439395144,0.001551461722930747,0.0008696531890520498
5700,0.00014606217175575087,0.0005945473242661148,0.001064819694591601
5800,0.00016380369222127045,0.0012565453830767626,0.0002523613738883157
5900,0.0014021959221353908,0.00016195407872521272,0.00016046065824859568
6000,2.1355957073226906e-05,0.0013224624693968512,4.793137938743919e-05
6100,0.00026233820177323786,0.0007856400373928429,0.0014807967756644003
6200,0.0007568222124412216,0.00046994029336833165,0.0004741088879036126
6300,0.0005973805264971321,0.000660555458877915,0.0009800888315213419
6400,0.00019454765332863055,0.0012509549904766437,0.0005179765678961501
6500,0.0002893282297717903,0.0014843056594061044,0.0008782874098638704
6600,0.00041868746439166493,0.00112120673147717,0.00040466338927433454
6700,9.6881732589843e-05,0.0007294751719781889,0.000731134925239324
6800,0.00016247984164280416,1.8465471419509827e-05,0.00033073326312466067
6900,0.0003201509749621023,0.0003029745866707234,0.0007963191500267031
7000,0.0004268758068095846,0.0019994426400237186,8.778576863671672e-05
7100,0.0005224705010456188,0.0008292806506953188,0.0005338066226265037
7200,0.00012659671380579884,0.0003405514011849964,0.00031514056580853045
7300,0.00014293466659037746,0.0006373807875671988,0.00030750038500892973
7400,0.0009040904532937599,7.472984829429152e-05,0.00025840169564519955
7500,6.639229772537059e-06,0.00110385259960602,0.0008663115146376743
7600,0.0009470630647566702,7.180264810188741e-05,0.0009204529476370682
7700,0.0004178461168651282,7.646597124905119e-05,0.00028430232830176094
7800,0.0006110025787258722,0.0007588759642190301,0.0009377273464383495
7900,0.0009126334728503382,0.0006867580975446208,0.00041626945416575745
8000,0.0004473822461380228,0.00042806646300058704,0.0010167916551720169
8100,0.0009012133283007595,0.0008706990257461023,0.0013341739725493407
8200,0.001582776515901857,0.0005910711962305581,0.0003244802584848605
8300,0.0007641603196261448,0.00033391261771148484,0.00016247189957144248
8400,0.0016491513880758923,0.0005850397997038681,0.0011428854272189093
8500,0.0011173245980983793,0.0004615729567504223,8.833237552974271e-05
8600,0.0004132846687994185,0.00024158570170174087,0.0006881470443413085
8700,0.0009571291140038629,0.0014603863951348217,0.0005794113399835432
8800,0.0018399381097363166,0.0002615050184125445,0.0013023622238531873
8900,0.0019156272063327318,0.0007848968027240333,0.0005096380414318369
9000,0.0010176639367342477,0.0011516362012204684,0.001108596574701387
9100,0.00031927747883417346,0.000826799341835327,0.0001152455172821476
9200,0.0010032813734303647,0.0010946723516235823,0.000176336673180566
9300,0.0006121026902898841,0.0012354232212280214,0.000382949071600025
9400,0.000760920075678212,0.00027688671000222764,0.0006685129937424039
9500,0.0003268563599632124,0.0003220120175533858,0.0003817729252512392
9600,0.00039203787119276856,4.6107402000561404e-05,0.00032972518134591344
9700,0.00016162639207573104,4.212237931947027e-05,0.0012768360837330794
9800,0.0009927510852186794,3.604031026299692e-05,0.0006883489430867529
9900,0.0004645963581212109,0.0012323171379159947,0.00040339667112471167
10000,0.000635582599240847,0.00014954381510520753,0.0006302069840680713
10100,0.0010113266066724136,0.0004409642231528177,0.00032118216144455536
10200,0.00046704184397936,0.0008046408232246782,0.00044441312311988
10300,7.531467233876099e-05,0.001402702856321214,0.0007272155830143623
10400,0.0006289852306836652,0.00040445869789398903,0.0002590771683946558
10500,0.0003068449782843985,0.0003967929582119334,7.234805582650994e-06
10600,7.012517874613322e-05,0.0007619669541084062,0.00017627550592475005
10700,0.0003785930648275704,0.00019829512967001195,0.0005650515536129996
10800,0.0001957251819014738,0.00069174243471401,0.0007703645975817575
10900,0.00014561176818014832,0.0006965198451633625,0.000283351675425203
11000,0.0006781303791392468,0.00010974376789255058,0.00023633420321841903
11100,0.0007512912204915845,0.00020010572921572156,0.00032069264840539624
11200,0.0003852230563793635,0.0005414070527222647,0.00011132358071233583
11300,0.0013273599125419866,0.0001606633183753592,0.0005238116673548232
11400,0.0004541530250227188,0.0011695213718920239,0.0008608176611302754
11500,0.000588734566076915,3.4999936071894444e-05,0.0005898208803145899
11600,0.00025253249745429973,0.00019172825097590884,1.068819261074161e-05
11700,0.0006689770148239071,1.190920336757717e-05,0.00024053458146228168
11800,0.00034284696568351314,0.0001593399523742156,0.0011140858090817607
11900,6.820033423382554e-05,0.000815134751631863,0.0004881489013497109
12000,0.0006065890278008634,0.001290614541579388,0.0011509525076539018
12100,0.0002319809581045329,0.0009848630050989515,0.00033994726383893004
12200,0.0003243873423929289,6.708971618740733e-05,0.00031834896356069953
12300,0.00030909627856004485,0.0006308652787160862,0.000600011532001149
12400,7.029327091115367e-05,0.0005593239487756141,0.0002158516590728965
12500,0.0004461078321148504,0.000497926057769299,0.0005655844530198517
12600,0.0010448532149877066,0.00020670160062932763,6.28268115448194e-05
12700,0.0006313845854898359,0.000408784632995679,0.00010308279105150642
12800,4.5504325664247336e-05,0.000338571684649569,0.0007320548098290192
12900,0.0002648102841266986,0.000326569543164984,0.00015748207746338339
13000,0.00023854877350748538,0.0010421698214062303,0.0005951261512058825
13100,0.0011328490650743261,0.00015782521956517193,0.00010610368520769242
13200,0.00013070779367965746,0.0002366145803437969,1.8274655248395888e-05
13300,0.0003530999417525882,0.00023955142219092562,0.0005899877122091668
13400,0.0010550878203493541,1.9041149982690353e-05,0.0006944408855888429
13500,4.38412358671203e-05,2.651657577373845e-06,0.0007501155130632542
13600,0.00048774228347922555,0.0005656403700660118,0.00014776536845881316
13700,0.00036030366090505916,0.0010938493219932732,0.0006754686111188901
13800,0.0004076422883228792,7.623591018848797e-05,8.81499892180504e-05
13900,0.0007117747632540972,5.289035779662554e-05,0.0007248893343956286
14000,0.0002072410504580513,0.00011135460060651692,0.00022219505632864456
14100,0.00018673823450227056,0.00025240052319999706,0.00034199947929344776
14200,0.0003168842182472986,0.00014929897349472143,0.0003292055345841538
14300,0.0009277022220498532,7.988637175698754e-05,7.72355112287626e-05
14400,0.001033256818755962,0.00026416382152291695,0.0007920451417711138
14500,0.0001658376657568128,0.00015159334980638373,1.3636980275927302e-05
14600,0.0003851566494993963,0.0001511073736367441,0.00038572264198330486
14700,0.0004341054628493324,0.00012908806690617447,0.0003955810522062453
14800,0.0005304770790541258,0.00035788548467691195,0.0008312230101754914
14900,0.0001476529063339782,9.303437002275428e-05,0.00029974018326414664
15000,0.000182546218365498,7.450852121254625e-05,0.0005996383646566794
15100,0.0005537736292564599,0.00014969918040722008,0.00017084732293473626
15200,0.0004813907086453906,1.326527666051236e-05,0.00077745755701919
15300,6.677021042836295e-05,0.0009128334492884971,0.0007741378562119705
15400,0.0006964429515249893,0.00019416075395084498,0.00015259426265518128
15500,0.0009088534607749332,0.0002847427974674299,0.000554490905015248
15600,0.00040836496945914624,0.00012607497469607765,0.00020430738818591476
15700,0.0009600946391908338,1.662890182602128e-05,0.0002507159407512394
15800,0.0007977534299414835,0.0013416505300304082,7.741073885716987e-05
15900,2.7041787032944242e-05,0.00015023023566540505,0.00046087171433165097
