n_ary,n_subset,strat_10,strat_25,strat_50,random_1,random_2,random_3,pairwise,fast_exact
JT,3748,0.06696486473083496,0.07076287269592285,0.07712149620056152,0.013135433197021484,0.01296234130859375,0.013231754302978516,1.1081902980804443,8.588806390762329
JT,2392,0.04583239555358887,0.04576587677001953,0.05042099952697754,0.00926518440246582,0.008967876434326172,0.010019540786743164,0.44071006774902344,5.6845386028289795
JT,1303,0.02263784408569336,0.027141332626342773,0.02906060218811035,0.007730007171630859,0.007064342498779297,0.010113954544067383,0.12769579887390137,3.6293041706085205
JT,1616,0.029214143753051758,0.03394889831542969,0.041365623474121094,0.014879941940307617,0.013913869857788086,0.01376032829284668,0.19740915298461914,4.145409822463989
JT,3263,0.06615185737609863,0.06292080879211426,0.07024669647216797,0.014894247055053711,0.013072967529296875,0.01452183723449707,0.8304762840270996,7.730106830596924
JT,3458,0.06289315223693848,0.064849853515625,0.0734701156616211,0.0177614688873291,0.016776323318481445,0.017502546310424805,0.9343085289001465,7.879960298538208
JT,1257,0.029048681259155273,0.03360605239868164,0.04105806350708008,0.014799118041992188,0.01455998420715332,0.014919281005859375,0.12037420272827148,3.5970022678375244
JT,2057,0.04074573516845703,0.043816328048706055,0.050141334533691406,0.013659000396728516,0.014825820922851562,0.015153646469116211,0.32334399223327637,5.178883075714111
JT,3760,0.07192754745483398,0.07404327392578125,0.08364725112915039,0.01992630958557129,0.019505739212036133,0.019074678421020508,1.1158959865570068,8.214161157608032
JT,4048,0.0741126537322998,0.07523369789123535,0.07995820045471191,0.01173257827758789,0.01124715805053711,0.01136636734008789,1.271690845489502,9.05409860610962
JT,2836,0.054784297943115234,0.05774378776550293,0.06595873832702637,0.019309520721435547,0.017474651336669922,0.01471710205078125,0.6166884899139404,6.675119876861572
JT,1119,0.023502588272094727,0.026340961456298828,0.03349637985229492,0.016033172607421875,0.015649080276489258,0.015653610229492188,0.0971379280090332,3.3300468921661377
JT,3895,0.07097125053405762,0.07050967216491699,0.07491517066955566,0.009217262268066406,0.008508443832397461,0.009066581726074219,1.189514398574829,8.637151718139648
JT,2266,0.041878700256347656,0.04626011848449707,0.05460834503173828,0.01705193519592285,0.016735076904296875,0.015885353088378906,0.39556455612182617,5.3840172290802
JT,1896,0.06171560287475586,0.04219698905944824,0.049910545349121094,0.016569137573242188,0.01678776741027832,0.01603078842163086,0.2756059169769287,4.610834121704102
JT,1948,0.03874659538269043,0.0412440299987793,0.048021793365478516,0.01586627960205078,0.015354633331298828,0.01586294174194336,0.2863931655883789,4.923485040664673
JT,1098,0.022590160369873047,0.024614810943603516,0.03181576728820801,0.014288902282714844,0.014348268508911133,0.014203071594238281,0.09325289726257324,3.2662723064422607
JT,2590,0.048322200775146484,0.05330991744995117,0.06105613708496094,0.015972137451171875,0.015941619873046875,0.015676259994506836,0.5205621719360352,5.920457124710083
JT,1169,0.02316427230834961,0.025445938110351562,0.03115391731262207,0.012183189392089844,0.012492656707763672,0.01239919662475586,0.10502052307128906,3.3965718746185303
JT,4628,0.08106708526611328,0.08333516120910645,0.08645749092102051,0.008789300918579102,0.008577346801757812,0.008967876434326172,1.6763782501220703,9.899616718292236
JT,4651,0.08593559265136719,0.08423113822937012,0.0906069278717041,0.01398324966430664,0.012894392013549805,0.0129852294921875,1.6867198944091797,10.201610803604126
JT,2950,0.0518946647644043,0.05530881881713867,0.061673879623413086,0.013193607330322266,0.01176309585571289,0.010451555252075195,0.6768410205841064,6.628927946090698
JT,4600,0.07957696914672852,0.0852363109588623,0.09474372863769531,0.019542455673217773,0.019246339797973633,0.01904010772705078,1.6416137218475342,9.969602823257446
JT,1189,0.0262908935546875,0.02970743179321289,0.03570437431335449,0.012518167495727539,0.012355327606201172,0.01209259033203125,0.10827207565307617,3.447507381439209
JT,4123,0.07845377922058105,0.08018088340759277,0.08223748207092285,0.013775348663330078,0.013926506042480469,0.012847661972045898,1.3377025127410889,9.176383018493652
JT,3873,0.06907057762145996,0.07259178161621094,0.0791616439819336,0.012366771697998047,0.012332916259765625,0.01288461685180664,1.1555390357971191,8.566251277923584
