n,Trial_0,Trial_1,Trial_2
100,0.014731168746948242,0.01272726058959961,0.012473344802856445
200,0.013668537139892578,0.014052629470825195,0.014110088348388672
300,0.021384239196777344,0.01602482795715332,0.015770673751831055
400,0.09189867973327637,0.01549386978149414,0.015531539916992188
500,0.020798206329345703,0.017899274826049805,0.017807483673095703
600,0.024416446685791016,0.01966071128845215,0.01939082145690918
700,0.02495265007019043,0.021890640258789062,0.021663665771484375
800,0.03031015396118164,0.025012493133544922,0.024322032928466797
900,0.031464338302612305,0.026853322982788086,0.0279541015625
1000,0.03188729286193848,0.030567646026611328,0.031114816665649414
1100,0.2460930347442627,0.03443098068237305,0.03518033027648926
1200,0.034890174865722656,0.03647112846374512,0.03910636901855469
1300,0.037622928619384766,0.03898501396179199,0.04030871391296387
1400,0.03497719764709473,0.04006814956665039,0.04221987724304199
1500,0.035936832427978516,0.0420684814453125,0.044866323471069336
1600,0.039252519607543945,0.04600644111633301,0.047918081283569336
1700,0.04255986213684082,0.049254417419433594,0.05383110046386719
1800,0.04241800308227539,0.05008292198181152,0.0511167049407959
1900,0.04518294334411621,0.05279803276062012,0.05538368225097656
2000,0.05476808547973633,0.05518817901611328,0.055193424224853516
2100,0.05700254440307617,0.05706286430358887,0.05813717842102051
2200,0.05979752540588379,0.060410499572753906,0.0630791187286377
2300,0.06089019775390625,0.06121110916137695,0.06551218032836914
2400,0.064300537109375,0.06539702415466309,0.06695723533630371
2500,0.06632232666015625,0.06711483001708984,0.0685720443725586
2600,0.06767153739929199,0.06874752044677734,0.07359886169433594
2700,0.06995177268981934,0.07073283195495605,0.07231926918029785
2800,0.07144570350646973,0.0721592903137207,0.07762694358825684
2900,0.07467436790466309,0.07564616203308105,0.07743287086486816
3000,0.0764462947845459,0.07761526107788086,0.08269667625427246
3100,0.07953763008117676,0.08017086982727051,0.0858149528503418
3200,0.07955193519592285,0.08078455924987793,0.08843469619750977
3300,0.0841212272644043,0.08537149429321289,0.08954000473022461
3400,0.08418059349060059,0.08545303344726562,0.08645939826965332
3500,0.08860373497009277,0.08940911293029785,0.09202337265014648
3600,0.09049296379089355,0.09126782417297363,0.09421968460083008
3700,0.08924341201782227,0.09010624885559082,0.10000395774841309
3800,0.09496617317199707,0.0958402156829834,0.10189008712768555
3900,0.09587931632995605,0.0965261459350586,0.10327267646789551
4000,0.09931755065917969,0.09975051879882812,0.10162234306335449
4100,0.09941387176513672,0.10036611557006836,0.10576081275939941
4200,0.10112404823303223,0.10233569145202637,0.10735726356506348
4300,0.1047821044921875,0.10528802871704102,0.11073493957519531
4400,0.1053922176361084,0.10687088966369629,0.1138620376586914
4500,0.1105508804321289,0.11177825927734375,0.11432242393493652
4600,0.10933399200439453,0.11051464080810547,0.12094569206237793
4700,0.11371684074401855,0.11491537094116211,0.12205266952514648
4800,0.11489009857177734,0.11603355407714844,0.12011909484863281
4900,0.11746954917907715,0.11913156509399414,0.1276388168334961
5000,0.11713385581970215,0.11919665336608887,0.12865090370178223
5100,0.12122368812561035,0.12255668640136719,0.12677788734436035
5200,0.12452840805053711,0.12532663345336914,0.13214612007141113
5300,0.12565326690673828,0.12726092338562012,0.1279618740081787
5400,0.1280224323272705,0.12945151329040527,0.13249564170837402
5500,0.12749814987182617,0.12946295738220215,0.14364242553710938
5600,0.13208627700805664,0.13345766067504883,0.14529037475585938
5700,0.13284921646118164,0.13499069213867188,0.14362764358520508
5800,0.13419508934020996,0.13639235496520996,0.1469099521636963
5900,0.13732361793518066,0.13858389854431152,0.14541840553283691
6000,0.13675236701965332,0.13989830017089844,0.14931321144104004
6100,0.14222431182861328,0.14400839805603027,0.15291905403137207
6200,0.14428091049194336,0.14515185356140137,0.14950037002563477
6300,0.14415431022644043,0.14684224128723145,0.15310263633728027
6400,0.14326739311218262,0.14671587944030762,0.15834307670593262
6500,0.14878082275390625,0.15185332298278809,0.15688228607177734
6600,0.1521930694580078,0.15349459648132324,0.16499733924865723
6700,0.15299224853515625,0.15668535232543945,0.1703023910522461
6800,0.15530943870544434,0.15881013870239258,0.1670668125152588
6900,0.15589022636413574,0.15856361389160156,0.16414570808410645
