n_ary,n_subset,strat_10,strat_25,strat_50,random_1,random_2,random_3,rdkit,fast_exact
SM,1798,0.062401216643039055,0.06182023781487048,0.06212702732759339,0.06619458761252696,0.07338955486714888,0.05675393451650735,0.06235897601890736,0.06235897601890735
SM,3311,0.08232098721905218,0.08237530053405016,0.08375780925768048,0.08703729855276411,0.08563838170701903,0.09135923364053167,0.08267830906840969,0.0826783090684097
SM,2294,0.03266001349158472,0.03927639868684911,0.03856257736758425,0.039692467378828145,0.03785830218504454,0.034791177537056454,0.039326194004687474,0.03932619400468749
SM,2915,0.061756853019375675,0.061048548791098264,0.060299473488877535,0.05767235878396097,0.062452932845545754,0.06035530944763563,0.06142621381624218,0.06142621381624218
SM,4664,0.029556431246654163,0.03173564792761571,0.033142391238375486,0.033193796817964215,0.027524744492036575,0.03019091300661095,0.03275531663132313,0.03275531663132314
SM,1260,0.02351103874248287,0.030954099198741668,0.027233512252903342,0.023573373821629,0.024557710030157793,0.027262703217160903,0.02647098348591318,0.026470983485913202
SM,1948,0.02178710961818006,0.027251912056727556,0.031121124964322254,0.027082153264620244,0.027568735483874608,0.03413513576736321,0.03083781466015047,0.030837814660150495
SM,2678,0.03204451656395164,0.03199491744606912,0.03463029896219251,0.033615332152054374,0.034638834323575146,0.03521015559603476,0.033082861616077555,0.033082861616077576
SM,4646,0.06471219896117109,0.06492893703390466,0.06515914012947333,0.06300958596589605,0.06624225206835345,0.06689782625152312,0.0654891459552395,0.06548914595523955
SM,2477,0.0909920581032314,0.09255688038224205,0.09164687422963567,0.0881866594338944,0.09788120644854192,0.0846276202879224,0.09093567992368311,0.09093567992368311
SM,2645,0.03667803572030801,0.04441519073839692,0.03860245370814087,0.03822189920843193,0.04290275792398451,0.03287933737306997,0.03841111428749906,0.038411114287499076
SM,3658,0.054668469220968456,0.052755199599964414,0.053769038812972354,0.05213225006296763,0.047654880535129715,0.04997131952460185,0.051837823808169946,0.05183782380816993
SM,2623,0.024576763034174044,0.027277672943756315,0.024449133688952598,0.02604916227984626,0.02650169753960191,0.027690670127677817,0.02703188085804403,0.02703188085804405
SM,3660,0.03149312703606904,0.027303297170867276,0.031034488483773645,0.028614118441245347,0.029415600045588148,0.029015864922010675,0.03019732655316987,0.030197326553169868
SM,1393,0.044397003961418956,0.04718040283815252,0.04831130889953806,0.04699070577685828,0.049335640948963276,0.04538630272873302,0.047449807704663824,0.04744980770466377
SM,1660,0.06025188868659546,0.06148134867442306,0.06166251439126283,0.0638307473889995,0.06772658755679956,0.06565851435504934,0.06250106372339218,0.06250106372339218
SM,3919,0.025454579202965386,0.027240373005553032,0.028070552723489767,0.027806211824600236,0.028123476703825173,0.02665505638825155,0.02794390695295455,0.027943906952954598
SM,3546,0.1357955440421005,0.14296316597090872,0.13817217901152956,0.1457672070055318,0.13467642530097054,0.13117767516191786,0.13953203209573453,0.1395320320957346
SM,2774,0.07168827752902904,0.07323985275503297,0.07066948398563455,0.06785601571097982,0.06788131377503086,0.07669353539530917,0.07149899801368359,0.0714989980136836
SM,1799,0.05909237412537914,0.05662282846837561,0.055709514312372414,0.06319540973617419,0.05594776709849823,0.05629090614082991,0.05712072215167499,0.05712072215167496
SM,4512,0.05280268482964857,0.053550563127564746,0.0525444725073527,0.051532112085880544,0.052805987753851924,0.060051295935125204,0.05504703322270997,0.055047033222709985
SM,2337,0.02982445174333647,0.033144270212083035,0.029551807784480175,0.029322539085373536,0.024975215168705087,0.03303988211174995,0.03116666967543682,0.031166669675436826
SM,3121,0.09752717163898124,0.10602108903742737,0.1010411405660478,0.09396381494852214,0.1077538276070915,0.1062160223306883,0.10252500107277272,0.10252500107277263
SM,2107,0.028287034114216167,0.026562382517037474,0.03080102928820125,0.026118874122792974,0.026317447434572157,0.026931491886284537,0.02783408236777159,0.02783408236777157
SM,4795,0.02429582673595142,0.025175483043539778,0.024844682050117438,0.028759026620150722,0.027010035467034385,0.02710492760568212,0.027753836330366446,0.027753836330366412
SM,2283,0.1455410744514579,0.1466720910947671,0.1458108453819157,0.15141052689205023,0.1468330587947395,0.13795393113934032,0.14633280655779765,0.14633280655779765
SM,4009,0.052823070700227154,0.04569218732727496,0.0452943842642414,0.04997342446862553,0.04921527823637825,0.040840355117894356,0.04809871614773736,0.04809871614773737
SM,2720,0.10308280563984673,0.10800518470650217,0.10667522903905645,0.10887992767132615,0.10744163185972072,0.10702819382581896,0.10844386936056427,0.1084438693605642
SM,3813,0.07539017210552094,0.07939774935661023,0.074806430983939,0.0666504284551969,0.0760185905921633,0.07770756459550461,0.07594728756380272,0.07594728756380272
SM,2929,0.05594552816321845,0.0588227910042212,0.05926551325948368,0.05786467495159101,0.05953510995495725,0.05963854437647132,0.06022630576593383,0.060226305765933845
SM,3224,0.10613169347879588,0.11092771312066647,0.10980697426837299,0.11589605414364436,0.11108875897402898,0.0960453558504016,0.10997898172489386,0.10997898172489386
SM,1383,0.025291607139722644,0.027727413061854052,0.02613285764777326,0.030300918506624117,0.025835166359380136,0.027820870213053895,0.028951803100125365,0.028951803100125295
SM,4117,0.04320513811991506,0.038487648302303036,0.03426899208381713,0.03276951080713837,0.030328652793426968,0.03313118237605419,0.0350000445363348,0.035000044536334825
SM,4352,0.09752584609320622,0.10389497297721312,0.10188493654470572,0.10159290994557775,0.08570459238373443,0.1096690773135659,0.10187162769563836,0.10187162769563833
SM,1646,0.05935492123391391,0.06314746662520813,0.061103456195163774,0.06235890458192866,0.06024310860287536,0.05801600951484323,0.060975416641229505,0.06097541664122953
SM,3684,0.06454484857130721,0.0726603308549115,0.07145770664182316,0.05841965235102651,0.07095589343030127,0.05650278161125408,0.07061481595694001,0.07061481595694001
SM,2387,0.031439643268665086,0.034340558918229715,0.038794969775040794,0.030034665171861163,0.03328456284516343,0.03458722238627381,0.035106418689384154,0.03510641868938417
SM,4881,0.023933100043525144,0.024557238808309033,0.02515485431621533,0.024851668019319737,0.02788833011923218,0.02405003929873581,0.027103140071441302,0.027103140071441365
SM,2846,0.03762518939601161,0.0305034726082031,0.02968348706495776,0.02653988406398234,0.02577478220604072,0.03032202721714122,0.028733485005967233,0.02873348500596722
SM,2417,0.02905048461777007,0.03430857303608616,0.026654324571638674,0.02741488128003549,0.026306929978057714,0.02442896464445029,0.029215935940550285,0.029215935940550285
SM,4203,0.030316568426662333,0.028767354767350456,0.02766404586500688,0.03263471194873002,0.033197055282852043,0.028868624542084546,0.02956225857659862,0.029562258576598624
SM,3061,0.029494047788500108,0.030453013298604448,0.03446137109064568,0.031930681794825964,0.03138717330150844,0.03597591361376745,0.03311150154953119,0.033111501549531186
SM,1977,0.06277628548948058,0.06011805338129607,0.06375761311180866,0.06407887356539556,0.061522819399194406,0.06158165367991303,0.062257199107104616,0.06225719910710466
SM,3975,0.02554631420871918,0.03110540277094911,0.03344814478956342,0.029142503461380014,0.03116214552259409,0.03510498341418767,0.030862051693194545,0.03086205169319458
SM,1794,0.024522031705018585,0.030074052367057267,0.0287545610553969,0.02758035646034076,0.02758661032740837,0.0328710949462693,0.03047905986100992,0.03047905986100992
SM,2238,0.08540113078653172,0.09083479433897058,0.08661721115198602,0.09332430985874657,0.09430656241369179,0.09528151788472124,0.08718041719464564,0.08718041719464566
SM,2867,0.025755178710591322,0.03275132239521619,0.03684745725247393,0.030960020469811146,0.028506627848342226,0.03248362801039492,0.032885963403598936,0.032885963403598936
SM,4879,0.04326518446504885,0.0476516781474413,0.044735404751790823,0.039096676036084556,0.03983009415155295,0.04508722731158151,0.043371996117985465,0.043371996117985444
SM,3423,0.028417096620855505,0.026862439120668293,0.027356035472388122,0.029688605368794762,0.029119604476959347,0.033505435915681454,0.03092959309782408,0.030929593097824025
SM,4538,0.03580723248101169,0.033144770546272045,0.031634379206077465,0.034574142724888374,0.03759825316028826,0.03648045172806859,0.03638447672455432,0.03638447672455431
SM,2544,0.037472863445320886,0.037709793708862176,0.03742421388817555,0.03989832450412336,0.036471810561841324,0.03679901133225821,0.03816214849340771,0.03816214849340775
SM,2188,0.03726154382351836,0.032360833693931085,0.032012649566109115,0.031909332433821894,0.03416938095783382,0.03325241116908322,0.033532208755334574,0.03353220875533459
SM,4660,0.053342128664215185,0.05956655234888197,0.05803224684868268,0.06016524525786491,0.05667139794548273,0.06096205949459919,0.05843728670947688,0.05843728670947687
SM,4659,0.054971781297906946,0.05664846352310482,0.054480124144938434,0.05392437854995193,0.05342021884426887,0.04743883943978564,0.05416594333543762,0.05416594333543762
SM,2236,0.03194678109141615,0.02799949826441927,0.0316617074701484,0.03269240432254492,0.028073212676142805,0.03287991496081021,0.030907595067573318,0.03090759506757322
SM,3107,0.03344821207729248,0.040647279026398454,0.03676356328641298,0.03811655645945685,0.032782663481542094,0.03286924435501775,0.03682286276874817,0.03682286276874815
SM,1673,0.041536843831660536,0.039557979427919186,0.038055259043828275,0.036048429459989074,0.034745573785865784,0.03746142930691636,0.037146069556726655,0.03714606955672666
SM,3165,0.11387851326673576,0.12282343765315233,0.11732382403418865,0.11986517603748684,0.11533624538803164,0.11993060664189213,0.11861328649892217,0.11861328649892226
SM,1732,0.02368247958135931,0.02662240766263615,0.030922013743041214,0.029171866501117125,0.025044426505463523,0.02663736647530226,0.030956637500213643,0.030956637500213654
SM,1065,0.04821341457298834,0.04299477071778904,0.04634826030500626,0.04737605646515685,0.050828647969086566,0.04767074563556144,0.04683868025692166,0.04683868025692163
SM,1283,0.041467038647635825,0.030100940676691775,0.03476153833229238,0.028565849215422205,0.032430235940795096,0.03307531626919083,0.03268926277556535,0.03268926277556529
SM,4335,0.03144227955093866,0.03595269969954074,0.028423295374902863,0.030138873340721947,0.03498354560146163,0.029771000918744697,0.031291588065848405,0.03129158806584842
SM,4079,0.04442255752790602,0.040107707077897646,0.04041086591663966,0.04018170582044139,0.04156104440301768,0.03671600537663435,0.04061462574265042,0.0406146257426504
SM,1012,0.04113882213435144,0.042388684469063145,0.04257842501011959,0.039963722556019404,0.03748845449436279,0.04303549900856894,0.04184965969635972,0.041849659696359676
SM,3638,0.060803999967907696,0.06298026350645496,0.06295175949897741,0.061507682802655755,0.05846116804476139,0.06377531700385278,0.06357339414939998,0.06357339414939993
SM,3306,0.05016566018857111,0.05143370405744645,0.0473742854251933,0.044776630279093024,0.04783953385261767,0.04497174865189775,0.04677134243208609,0.046771342432086076
SM,1612,0.08609085118128439,0.09046106347207979,0.0913598130112178,0.09641296879672412,0.07882347072877628,0.08973997340490032,0.09235964977713797,0.09235964977713798
SM,1985,0.027187354145765816,0.02403808125382583,0.02569371028331909,0.022750852866594427,0.025696653506357546,0.0275759354528424,0.025773003791675797,0.02577300379167581
SM,2319,0.04164321239290513,0.0369965638979449,0.0355502037856047,0.0395195096459022,0.03645806921445269,0.03843541257540703,0.0384607204612962,0.03846072046129615
SM,1873,0.1320556457573431,0.14052188530733892,0.1371814841715185,0.14573647208224724,0.10557077408421128,0.14532288141750646,0.13780243561123007,0.13780243561123012
SM,3631,0.04588180701634229,0.02829684170194928,0.03515809501252758,0.031945671416064525,0.03086348574238366,0.03138937251954487,0.03234624044152805,0.032346240441528055
SM,3017,0.07459280991370901,0.07308255165404118,0.07165315215968038,0.07214920149947932,0.06728190500485105,0.0679121431192773,0.07074211303592469,0.07074211303592463
SM,4924,0.030394342708353467,0.03818304829751253,0.03155429872264453,0.03473205490917133,0.03491466223106119,0.031907301785724096,0.03309934908005972,0.033099349080059653
SM,3830,0.02667678923453518,0.03760699317010006,0.03426775979350987,0.02834104957553257,0.03462306352033695,0.030982365395361172,0.03376525125167045,0.03376525125167044
SM,3359,0.029063175405748706,0.030986516207692476,0.03155862661061132,0.026238514159679326,0.026229105921553992,0.030201551212501364,0.03211847030576788,0.03211847030576788
SM,2377,0.031400184961847946,0.032195944064255036,0.03393467555642181,0.029035342002121586,0.03073757038302299,0.03609264813679319,0.03135350718306104,0.03135350718306104
SM,2799,0.031075835741022934,0.025514358633395517,0.02754874834652714,0.02689389392627404,0.029769462345077175,0.027944575880201442,0.029047402272758056,0.029047402272758056
SM,4149,0.04351062988735562,0.042660375324968254,0.04268443412210753,0.041559369157561615,0.04449701516681942,0.048237144232575635,0.04520776139254016,0.045207761392540145
SM,3802,0.03710332096084911,0.03424826082515032,0.03469086042934218,0.03390530471079004,0.041858021813317346,0.030397273361571105,0.03453176194586628,0.03453176194586631
SM,3804,0.04110715633707387,0.03595520409044341,0.035682750104839844,0.03560159615811489,0.03693409615578627,0.03660585025007194,0.03675165307648777,0.036751653076487714
SM,3669,0.042721459112805275,0.03891784821921472,0.031116569772874796,0.03251676212067048,0.02753625719005386,0.02681724673739825,0.030647806197760478,0.030647806197760474
SM,4169,0.08626156041303946,0.09005867134737479,0.09150910790376196,0.09084131919942051,0.08614704947017719,0.07937279081634115,0.09090891645014028,0.09090891645014017
SM,3857,0.022490440399568892,0.0360512737193183,0.030857435498766864,0.026364397041206057,0.02320846996017509,0.03374929379550768,0.027747615094752678,0.02774761509475281
SM,4315,0.09589164299102117,0.10289247745927617,0.10295844563750721,0.10254464630294008,0.10206090041581285,0.10387128424168665,0.10268660477044782,0.10268660477044772
SM,1599,0.03562976166661113,0.03700952850544455,0.03587394946606042,0.0427962957684483,0.03803679765496059,0.03750194481283436,0.03732945020750586,0.03732945020750588
SM,1003,0.03465879623754701,0.03119009744670051,0.029903350108113003,0.028169672501477356,0.03276566294374703,0.03020521604718961,0.0321981828977258,0.03219818289772584
SM,4218,0.025299566284804544,0.027576108672072473,0.02761415181548474,0.02686912226341526,0.02747777906467053,0.025204879482096938,0.028408513863430875,0.028408513863430872
SM,2398,0.055053108852991584,0.06066765131518111,0.05802237445067178,0.0565976121537006,0.060656512940388964,0.05616307927007149,0.057242294154041105,0.057242294154041105
SM,1175,0.0334292550472571,0.037872123124995855,0.031054494099815186,0.03174190693346096,0.03045820351275045,0.027403131038235388,0.0303727768456171,0.03037277684561709
SM,4150,0.0800760342291422,0.08300395403103379,0.08336886681968939,0.07998386652528305,0.07917520307216935,0.09012147500460445,0.08338813964187913,0.08338813964187913
SM,4437,0.045810727282635605,0.034541422715378224,0.03470109655188053,0.03378215284886854,0.03368244936074575,0.03169334812755542,0.03431250881363892,0.03431250881363893
SM,3754,0.17112374230205002,0.17052544785060017,0.17028845455424937,0.1755686480668911,0.17177134962492638,0.17259551695249276,0.16904563450553176,0.1690456345055317
SM,3644,0.032644717730855595,0.038398262817771964,0.03635369242116658,0.03967605392387785,0.04068259609337249,0.039420581944471955,0.037023979632738846,0.03702397963273891
SM,3105,0.07501028170968324,0.07853618741000853,0.07803440363399503,0.08283856780906464,0.08086087922082692,0.0688081455183429,0.07901935496427635,0.07901935496427637
SM,4471,0.12632090098817234,0.1335110782578029,0.12940407430951925,0.15049578433663424,0.14847339715726673,0.1471858536994264,0.13139049184348708,0.13139049184348706
SM,1307,0.04100161430307519,0.04671064665910599,0.04564106049339317,0.048292501747060824,0.04998147042652115,0.045384946027972765,0.04634473625141794,0.04634473625141793
SM,4175,0.1140612097179632,0.12224588896659135,0.11714518582109272,0.1108576056920854,0.11388338116059973,0.1287328170804049,0.11836783431310798,0.118367834313108
SM,3912,0.02720357173830636,0.03272594342304276,0.031194968971789073,0.02922059904761316,0.03158471346918071,0.03242678330027697,0.03282190277226509,0.0328219027722651
SM,4894,0.03419214802631806,0.027129749724096153,0.02888777981590283,0.02917774832238552,0.030474778948747894,0.030234856610484657,0.02764201138519829,0.027642011385198333
SM,2355,0.03427610546383219,0.03292190654913858,0.03630438186483954,0.03283226540411865,0.03564004633663919,0.037478762165943084,0.033843600087764526,0.03384360008776452
SM,2880,0.0720777386842389,0.0646965589747834,0.0611351352491917,0.06150143506388685,0.06682005251865283,0.044629304255981765,0.06197132048816787,0.06197132048816785
SM,4294,0.03627645995735748,0.031929462089102786,0.032246442830222946,0.033370755398941826,0.03597523063039131,0.03573255396247288,0.03532744359992205,0.03532744359992202
SM,3852,0.13950687505377982,0.13870563676114578,0.1363113354294821,0.13267838293839432,0.13787165887640127,0.13955791983265184,0.13766696438290843,0.1376669643829084
SM,3865,0.043014348043891815,0.03867638544736735,0.03885904718441973,0.04748670512820358,0.037837282764394124,0.03922247974560046,0.04041127298494747,0.04041127298494743
SM,2845,0.024283505080153988,0.025642438707784543,0.02608090090172113,0.027269252827564112,0.028562052175240524,0.03134621473736414,0.027941105087977463,0.02794110508797749
SM,1396,0.032452059869577554,0.030646725169434334,0.03308626362316081,0.03006715964154409,0.02988118127579512,0.03030099160987311,0.03152429034991264,0.03152429034991262
SM,4982,0.09055087524051814,0.09370244658261688,0.09366779749001927,0.10495983321873481,0.09546913364828345,0.08329996808710492,0.09407156100414389,0.09407156100414389
SM,3380,0.026747435006096977,0.02918671763440488,0.028636860852037635,0.03214688948092168,0.028777658578609595,0.028716640040753832,0.030007803308052892,0.030007803308052892
SM,4208,0.02897731940252132,0.029074997852369455,0.030020733201084917,0.035196076749802574,0.029027171384081736,0.029304091655071432,0.03078928928302565,0.030789289283025666
SM,3715,0.030984583100141332,0.03708451344187482,0.02962503603347772,0.034195393026994744,0.02694175868835517,0.03494022167253435,0.03144238005343868,0.031442380053438676
SM,1919,0.029271875586405743,0.029155429310189336,0.025054724305438696,0.03078525425961138,0.028247056281663505,0.027288166872864995,0.027100726178610268,0.027100726178610302
SM,4345,0.03328429252696811,0.030242546963907473,0.03136838368335051,0.03392539449220124,0.027696279517543408,0.029469148077101447,0.030515317053553474,0.030515317053553512
SM,2531,0.14089717778031813,0.14641342407874067,0.14379490416489216,0.14367433537760108,0.14031247370058927,0.1358256975215757,0.1453687005253513,0.14536870052535134
SM,3425,0.09692816450969978,0.10267301962133864,0.09936371322945636,0.07500823638740388,0.09581337079148701,0.09303678886617099,0.09908596238725327,0.09908596238725324
SM,3468,0.04077418396439394,0.032141142118204166,0.032476803632513915,0.038088792573519915,0.03447553710496986,0.031215635562901377,0.03375645872466288,0.03375645872466292
SM,1686,0.054194199392552336,0.055416164539328155,0.0553204369752292,0.05452070364841617,0.053840110499560744,0.05140764370431884,0.05431192889882394,0.05431192889882398
SM,2705,0.033728985307444274,0.03686141185802305,0.03972701047810449,0.04081578693422471,0.03848043327494776,0.03754825706265714,0.041731585374898426,0.04173158537489843
SM,2055,0.08860459163204518,0.09504760731648684,0.0930050083843462,0.09163332065248753,0.0911429810448318,0.09142926298233048,0.09345275698534337,0.09345275698534337
SM,2541,0.04641662276224267,0.033833913525647484,0.029331565475984124,0.029279158337927366,0.026312493467175253,0.023080203111445433,0.027456483433032645,0.027456483433032676
SM,3362,0.021702067046695615,0.036942203154176026,0.028132830232632456,0.026159761989005718,0.032288839977207995,0.027762398682285097,0.028252988427327402,0.028252988427327395
SM,4832,0.16105618033716138,0.16747047198320503,0.17011255457449315,0.14956180576419756,0.17352951312232676,0.1615074799564925,0.16940448063453925,0.16940448063453933
SM,4717,0.06942445594492576,0.0703575497831337,0.07021490511496244,0.07773776079694408,0.0686338995781601,0.06315385847854417,0.07103570954884703,0.07103570954884708
SM,2597,0.0657417026662323,0.07124752798867244,0.06934382743273959,0.07023512607853606,0.0630746169104614,0.07217973087688098,0.0705099160888285,0.07050991608882855
SM,3895,0.03650489740016594,0.04288664165653239,0.04277734559212145,0.03830075320604501,0.04019441932494015,0.0390698661008899,0.03984620841193614,0.039846208411936146
SM,3544,0.10293683640209533,0.10661627368863523,0.10550816552614907,0.08603209224728012,0.11234527770789744,0.10015706427836964,0.10642602952336877,0.10642602952336869
SM,4536,0.07480861278603855,0.0731217466030945,0.07172292505779511,0.060120482115153154,0.05992234148270532,0.07435575105237044,0.07316375094158133,0.07316375094158133
SM,1237,0.1102252743616319,0.113533681186226,0.11208207042343293,0.11421193348180854,0.1057142477506618,0.11071923577694266,0.1123358911756527,0.11233589117565275
SM,4168,0.06679386790100597,0.07208386790347471,0.07291335004923692,0.07177875256468634,0.06235867224541666,0.06723020558175219,0.07257436597727729,0.07257436597727725
SM,3165,0.029914134655252028,0.028819983991809225,0.029752111612141398,0.02634377779861659,0.041995575297329855,0.02490710409919831,0.03063236859068418,0.030632368590684154
SM,3424,0.05431972517179814,0.05547127635855975,0.055713005065457885,0.05347972611847308,0.05238002519539338,0.05643684217068539,0.05687953863724334,0.0568795386372433
SM,4392,0.05745478672278847,0.06335722447561053,0.06100624474689966,0.04897191849761087,0.056611803927722755,0.06621392552984963,0.06001340807639685,0.06001340807639686
SM,3528,0.04647976499925631,0.04130438780158286,0.0449591674230759,0.04388921846696935,0.04081830980581751,0.046592185183532774,0.04392588911933862,0.04392588911933858
SM,3352,0.047883146112793026,0.052183883653368776,0.05104577956289565,0.050910158148122234,0.05270707989926937,0.049138273285158345,0.0515632351801572,0.05156323518015717
SM,4266,0.07675970528934915,0.08101934450808307,0.07892887836307697,0.0814185455582661,0.0830351280369413,0.07800908480381856,0.07904865803757526,0.07904865803757516
SM,2434,0.05501209626935108,0.06145109239584484,0.060066768531279444,0.05673754975990738,0.0608847403710651,0.05999356667631407,0.05843478779133591,0.05843478779133591
SM,1867,0.07358386737173199,0.08195838971920688,0.0827482890118943,0.08579519368454537,0.07891889713017507,0.09113099392276583,0.08418737157140313,0.0841873715714031
SM,2086,0.056821103381600714,0.05568921462840978,0.057830454762496146,0.06217915626184009,0.056748477620716276,0.05777038423749934,0.058577853597732196,0.05857785359773219
SM,3352,0.03129548424347119,0.031650270935688105,0.029165505456391495,0.03039687126358886,0.03201106872480792,0.025148387395270446,0.029163211196027116,0.029163211196027133
SM,4147,0.03187278782360032,0.033411607868338654,0.03335607433861203,0.029458065813153595,0.03054773049742696,0.03092964000267471,0.031886095249392496,0.03188609524939248
